Campaign_Budget,Ad_Click_Rate,Conversion_Rate,Social_Media_Followers,Email_Open_Rate,Customer_Retention_Rate,Platform,Campaign_Type,Target_Audience,Region
61297.0,3.28,4.29,224270.0,57.21,64.27,Twitter,Content Marketing,Gen Z,Asia
9357.25,0.9,3.72,161878.0,50.44,79.84,Google Ads,Lead Generation,Gen Z,Africa
40806.3,5.0,8.34,418751.0,68.83,73.07,Twitter,Brand Awareness,Gen Z,Europe
54120.91,7.1,8.19,268770.0,22.47,74.0,Facebook,Lead Generation,Millennials,Europe
86971.71,2.51,9.85,244984.0,40.08,58.69,Facebook,Sales Promotion,Boomers,North America
44948.5,3.72,1.59,290411.0,12.78,64.56,Instagram,Brand Awareness,Boomers,North America
39338.37,5.65,6.4,219964.0,74.03,54.35,Instagram,Sales Promotion,Millennials,South America
60628.24,3.76,8.95,237428.0,71.55,54.45,Twitter,Sales Promotion,Gen Z,North America
7458.68,6.66,6.49,120370.0,46.75,81.61,LinkedIn,Brand Awareness,Gen X,Europe
42634.85,5.05,3.6,242172.0,22.23,92.65,Facebook,Lead Generation,Boomers,North America
34401.16,1.94,3.79,430060.0,55.03,72.96,Facebook,Sales Promotion,Gen Z,South America
30155.18,7.27,4.58,131145.0,53.46,72.04,Twitter,Brand Awareness,Gen X,North America
28104.06,0.95,8.8,64390.0,36.9,76.67,Google Ads,Sales Promotion,Boomers,Asia
84697.13,2.33,5.51,252011.0,33.17,70.3,LinkedIn,Lead Generation,Gen X,South America
30724.25,3.26,8.62,355996.0,35.84,65.68,Instagram,Content Marketing,Boomers,Africa
57548.01,1.0,6.09,326712.0,17.3,74.91,Instagram,Sales Promotion,Gen Z,Europe
44316.58,5.22,6.02,260993.0,60.78,70.54,Instagram,Lead Generation,Gen X,Asia
40372.27,0.56,7.21,199241.0,39.2,67.4,Instagram,Lead Generation,Gen X,Asia
87792.5,6.97,6.39,267536.0,15.31,85.75,Twitter,Content Marketing,Gen X,Europe
19549.27,3.38,5.33,132332.0,71.02,77.69,Twitter,Lead Generation,Gen Z,North America
42045.46,7.16,2.0,311365.0,12.28,60.36,Facebook,Sales Promotion,Boomers,Europe
73889.31,8.93,7.98,302156.0,18.97,99.61,LinkedIn,Lead Generation,Boomers,South America
20369.8,9.18,5.43,235752.0,78.76,52.19,Twitter,Sales Promotion,Millennials,South America
45464.96,8.8,3.34,287284.0,15.59,85.99,LinkedIn,Content Marketing,Millennials,North America
46449.17,1.96,3.63,108541.0,40.39,50.89,Twitter,Content Marketing,Millennials,Asia
46584.45,5.69,9.95,120858.0,37.21,92.39,Facebook,Content Marketing,Boomers,South America
68434.44,1.46,0.66,166789.0,34.79,56.13,LinkedIn,Content Marketing,Boomers,Asia
71957.58,8.66,9.07,395986.0,13.91,67.79,Instagram,Sales Promotion,Gen X,North America
39144.54,9.21,7.4,232855.0,39.58,93.26,Twitter,Brand Awareness,Gen Z,North America
57410.15,6.78,7.15,321150.0,51.89,55.85,Instagram,Content Marketing,Millennials,South America
69167.37,8.54,4.26,296625.0,49.42,96.93,LinkedIn,Lead Generation,Millennials,Asia
52426.41,1.2,3.57,166466.0,61.93,86.61,Facebook,Sales Promotion,Boomers,South America
28345.38,0.54,7.63,171337.0,14.88,86.16,Google Ads,Content Marketing,Gen X,Asia
63396.5,2.12,0.72,128315.0,72.86,51.05,Facebook,Sales Promotion,Boomers,South America
39899.81,1.37,1.34,231583.0,69.1,60.34,Twitter,Content Marketing,Millennials,Asia
55400.17,2.71,6.52,248908.0,31.92,57.2,Twitter,Brand Awareness,Gen X,Africa
42736.95,2.92,2.76,282249.0,29.9,91.81,Google Ads,Content Marketing,Millennials,Africa
56590.49,8.31,7.63,165317.0,37.23,51.0,Google Ads,Brand Awareness,Millennials,North America
46176.97,1.15,3.52,-53436.0,71.55,67.81,Instagram,Content Marketing,Gen X,Europe
64903.8,5.25,8.01,150440.0,30.62,55.07,Google Ads,Lead Generation,Boomers,Africa
51199.76,8.6,4.63,442115.0,25.97,58.55,Google Ads,Brand Awareness,Millennials,Asia
16665.93,6.13,8.73,142313.0,68.29,98.87,Instagram,Sales Promotion,Gen X,North America
60179.89,2.51,5.65,281244.0,20.81,55.9,Google Ads,Brand Awareness,Gen X,Europe
41550.92,9.48,6.72,220462.0,45.55,63.96,Twitter,Sales Promotion,Gen X,South America
62649.16,6.74,9.72,254463.0,46.59,60.04,LinkedIn,Sales Promotion,Boomers,North America
52170.2,1.96,4.11,186413.0,63.14,58.95,Instagram,Lead Generation,Boomers,Europe
43099.72,9.8,3.55,255102.0,39.96,98.42,Facebook,Lead Generation,Millennials,Asia
42465.24,9.88,4.54,272504.0,52.47,70.47,LinkedIn,Brand Awareness,Gen X,Africa
25595.82,8.4,9.9,45057.0,31.49,64.52,Facebook,Content Marketing,Gen Z,Asia
86482.49,4.85,4.44,262328.0,22.42,67.06,Google Ads,Sales Promotion,Gen X,South America
34996.94,6.57,7.74,246285.0,70.77,68.13,LinkedIn,Sales Promotion,Gen X,Europe
41474.01,2.23,5.61,82787.0,55.98,83.94,LinkedIn,Lead Generation,Gen Z,Europe
60955.96,1.71,4.51,277889.0,40.91,61.21,Facebook,Lead Generation,Gen Z,Asia
44161.78,2.79,5.1,103699.0,22.54,70.18,Google Ads,Lead Generation,Gen X,Asia
72216.67,8.19,7.25,210003.0,21.49,87.29,Facebook,Lead Generation,Gen X,Europe
63263.29,4.65,6.31,352971.0,53.83,50.04,Instagram,Brand Awareness,Millennials,South America
64403.31,9.07,6.17,403055.0,46.53,55.85,Instagram,Sales Promotion,Boomers,Africa
72878.57,2.74,7.0,333070.0,20.05,50.23,Facebook,Brand Awareness,Millennials,Europe
40530.55,5.69,8.44,123752.0,74.77,68.61,Twitter,Content Marketing,Gen Z,Asia
77974.27,6.57,5.56,125692.0,58.98,59.86,Instagram,Content Marketing,Gen Z,Africa
-4972.31,1.79,3.68,242461.0,50.25,78.87,LinkedIn,Brand Awareness,Gen Z,Europe
36339.34,9.94,5.04,302544.0,28.76,88.74,Facebook,Lead Generation,Gen X,Asia
37454.48,7.49,4.08,104295.0,12.26,63.89,Instagram,Brand Awareness,Gen X,North America
86233.79,3.81,4.89,125063.0,44.24,52.44,LinkedIn,Lead Generation,Boomers,Africa
56436.8,3.4,7.84,174366.0,54.2,68.68,Facebook,Sales Promotion,Gen X,Asia
37323.88,5.43,4.56,214966.0,14.54,77.02,LinkedIn,Content Marketing,Boomers,Asia
30074.6,4.13,9.06,292382.0,66.27,78.49,Google Ads,Lead Generation,Boomers,Asia
20119.26,9.11,1.63,88769.0,35.48,64.28,Facebook,Content Marketing,Gen X,Africa
39016.67,7.64,2.69,145901.0,14.48,61.14,Facebook,Sales Promotion,Millennials,South America
74227.06,3.51,9.37,88475.0,35.99,84.87,LinkedIn,Lead Generation,Millennials,South America
50691.18,0.59,4.39,53921.0,63.46,98.4,Instagram,Brand Awareness,Millennials,South America
56508.47,4.31,1.53,316977.0,66.32,70.42,Facebook,Sales Promotion,Gen X,Asia
33533.89,2.02,9.55,318344.0,63.88,75.51,LinkedIn,Brand Awareness,Boomers,South America
44254.1,3.83,3.88,71791.0,18.57,64.29,Instagram,Lead Generation,Gen X,Asia
17781.03,3.74,3.31,182340.0,79.76,63.89,Google Ads,Sales Promotion,Gen X,Africa
70332.57,3.94,3.53,234456.0,45.78,86.27,Twitter,Lead Generation,Boomers,Asia
28912.4,3.46,3.31,201051.0,32.63,51.56,Google Ads,Sales Promotion,Gen X,Europe
78594.42,9.26,3.07,126603.0,47.31,90.8,Google Ads,Sales Promotion,Gen Z,Europe
59268.84,1.5,5.37,233793.0,50.71,74.74,Twitter,Lead Generation,Gen Z,North America
79451.32,8.96,8.74,52613.0,12.45,89.0,Facebook,Content Marketing,Gen Z,Europe
85710.99,0.95,4.44,283063.0,31.19,76.06,LinkedIn,Lead Generation,Millennials,Europe
53927.98,6.31,7.85,227629.0,65.58,68.7,Facebook,Lead Generation,Boomers,South America
51591.74,8.89,1.39,202563.0,65.11,90.59,Instagram,Sales Promotion,Gen Z,Africa
42744.67,6.67,7.02,96189.0,75.32,83.46,Google Ads,Brand Awareness,Millennials,Africa
63262.18,1.47,9.93,110148.0,71.56,79.9,LinkedIn,Lead Generation,Millennials,Europe
42500.81,7.38,5.25,196264.0,31.84,60.46,Twitter,Brand Awareness,Gen X,North America
55903.33,3.86,4.91,185859.0,66.15,52.99,Facebook,Sales Promotion,Boomers,Africa
67292.05,1.18,3.6,242817.0,77.26,76.25,Facebook,Sales Promotion,Millennials,Europe
21999.12,2.05,7.2,355950.0,30.24,88.94,Instagram,Content Marketing,Gen X,North America
84620.48,2.15,6.51,322759.0,63.21,80.02,Twitter,Lead Generation,Millennials,North America
26446.96,7.03,3.76,83111.0,29.81,70.51,Instagram,Brand Awareness,Gen Z,Asia
57802.24,1.23,5.52,223034.0,72.5,60.36,Twitter,Brand Awareness,Gen X,North America
52532.85,2.43,7.79,225762.0,25.68,77.61,Twitter,Lead Generation,Boomers,Europe
43729.88,1.17,4.25,208779.0,11.52,87.1,LinkedIn,Content Marketing,Gen Z,Asia
39100.89,3.68,5.16,344227.0,10.4,56.8,LinkedIn,Content Marketing,Millennials,Africa
48652.93,0.58,7.83,301404.0,53.84,51.29,Twitter,Content Marketing,Millennials,Europe
96189.41,9.46,2.98,-111515.0,72.76,78.77,Facebook,Content Marketing,Gen Z,Africa
32202.28,2.43,9.03,455039.0,60.02,59.14,Facebook,Brand Awareness,Gen X,South America
82119.7,5.59,2.07,211381.0,11.89,97.44,Twitter,Content Marketing,Gen Z,North America
37154.97,1.21,6.67,202561.0,14.61,65.32,Facebook,Content Marketing,Gen Z,Europe
75753.83,7.68,6.46,233021.0,75.93,68.46,Google Ads,Sales Promotion,Boomers,Africa
38418.12,3.51,6.87,97674.0,51.65,55.81,Facebook,Brand Awareness,Gen X,South America
43326.41,8.7,5.75,209956.0,37.14,62.16,LinkedIn,Content Marketing,Millennials,Asia
38658.7,9.45,10.0,256753.0,13.03,55.29,Instagram,Sales Promotion,Gen X,Europe
40597.0,9.31,7.23,116343.0,24.06,73.24,LinkedIn,Lead Generation,Gen Z,Africa
28881.06,7.87,6.59,194480.0,58.24,76.4,Facebook,Lead Generation,Millennials,Africa
14204.06,3.5,2.97,198534.0,39.32,75.0,Google Ads,Sales Promotion,Millennials,South America
38775.48,2.22,7.43,12657.0,58.0,50.54,LinkedIn,Sales Promotion,Gen X,South America
59639.73,4.13,8.68,250620.0,54.29,94.94,Google Ads,Brand Awareness,Gen Z,Africa
37628.54,9.2,7.28,153188.0,22.09,77.25,Instagram,Lead Generation,Gen X,South America
85024.56,2.43,5.82,215253.0,24.25,96.01,Instagram,Lead Generation,Millennials,Africa
44156.28,9.84,5.3,159559.0,38.86,52.72,LinkedIn,Sales Promotion,Millennials,South America
72396.56,2.83,4.11,117383.0,40.59,66.04,Google Ads,Lead Generation,Millennials,Africa
52177.31,1.35,4.35,294555.0,62.73,50.77,Google Ads,Brand Awareness,Gen X,Asia
48174.79,8.87,5.46,102162.0,10.16,81.71,Twitter,Brand Awareness,Millennials,Africa
45918.79,3.72,3.1,366902.0,55.08,99.26,Google Ads,Sales Promotion,Gen Z,Asia
65105.3,9.25,9.88,120221.0,62.46,65.74,Twitter,Content Marketing,Millennials,Europe
33799.01,3.16,9.61,235736.0,49.67,87.99,Twitter,Sales Promotion,Gen Z,South America
85824.36,3.27,4.76,221808.0,51.64,88.81,Twitter,Lead Generation,Boomers,Asia
28401.95,1.13,6.46,274681.0,46.35,65.56,Instagram,Sales Promotion,Millennials,Africa
20610.06,7.45,8.09,-9407.0,50.16,98.13,LinkedIn,Sales Promotion,Gen X,North America
54700.19,6.4,0.64,184158.0,64.01,76.99,Facebook,Brand Awareness,Gen X,Asia
49046.95,2.25,2.81,230161.0,22.98,81.08,Facebook,Content Marketing,Millennials,Asia
6318.83,8.22,9.35,190806.0,54.77,92.09,Google Ads,Content Marketing,Gen X,South America
48519.9,3.37,4.05,290579.0,50.2,95.42,LinkedIn,Lead Generation,Millennials,Asia
17451.48,4.2,3.69,127138.0,33.02,57.49,Twitter,Content Marketing,Gen X,Africa
70549.23,3.48,4.53,188982.0,58.77,52.83,Instagram,Lead Generation,Millennials,South America
73770.12,9.16,8.66,102737.0,27.51,62.12,Twitter,Lead Generation,Gen Z,South America
58516.42,1.58,5.07,204828.0,31.03,98.0,LinkedIn,Brand Awareness,Gen X,Africa
74343.05,1.1,3.56,179890.0,17.45,51.61,Twitter,Brand Awareness,Gen X,Europe
60966.86,8.52,7.63,254831.0,44.17,67.39,Facebook,Sales Promotion,Millennials,Asia
74680.77,1.97,1.06,186306.0,41.43,61.73,Instagram,Content Marketing,Gen X,South America
11982.02,9.91,4.6,306960.0,74.29,62.81,Twitter,Sales Promotion,Boomers,South America
73590.09,7.12,6.27,372394.0,73.64,90.55,Facebook,Brand Awareness,Millennials,North America
68219.41,4.61,1.24,137355.0,76.36,63.97,LinkedIn,Content Marketing,Gen X,Africa
58587.64,5.18,4.89,234223.0,15.84,66.03,Twitter,Brand Awareness,Millennials,Europe
58391.25,5.3,3.24,50937.0,45.77,93.23,Twitter,Content Marketing,Millennials,Europe
36118.49,5.26,6.71,222724.0,63.72,71.63,Twitter,Lead Generation,Millennials,Europe
58544.0,5.74,7.81,287075.0,48.72,87.39,Instagram,Content Marketing,Boomers,South America
6118.61,5.08,1.51,129430.0,31.51,59.45,Facebook,Content Marketing,Millennials,Asia
47032.88,6.54,8.36,287290.0,12.34,59.46,Instagram,Content Marketing,Gen Z,Europe
29912.53,4.19,6.4,237465.0,79.92,96.67,Twitter,Lead Generation,Millennials,North America
65564.07,6.59,9.51,53660.0,40.41,68.53,Twitter,Brand Awareness,Boomers,South America
41359.25,4.15,0.76,164152.0,54.92,91.3,Facebook,Lead Generation,Millennials,Europe
47694.27,0.59,2.33,165021.0,19.28,83.45,Twitter,Lead Generation,Millennials,Europe
38708.56,6.16,7.77,126036.0,19.78,69.03,Facebook,Brand Awareness,Gen X,Europe
53487.78,8.69,2.72,-40154.0,48.46,73.53,Instagram,Lead Generation,Gen X,South America
13116.96,8.85,1.26,139097.0,75.47,53.9,Google Ads,Brand Awareness,Boomers,Europe
37542.02,1.87,4.84,374808.0,18.72,59.68,Twitter,Content Marketing,Boomers,Europe
54128.13,2.01,8.88,150543.0,72.93,62.11,Facebook,Brand Awareness,Millennials,Africa
16918.24,5.5,6.44,111174.0,53.87,95.24,LinkedIn,Lead Generation,Millennials,Africa
68447.84,7.0,4.89,263287.0,59.1,77.96,LinkedIn,Sales Promotion,Gen X,Asia
77866.67,9.09,2.98,394086.0,69.85,83.99,LinkedIn,Brand Awareness,Boomers,South America
24953.11,9.84,7.75,-23569.0,39.55,64.56,Twitter,Sales Promotion,Boomers,Asia
30554.9,5.63,6.97,116594.0,61.95,89.81,Instagram,Brand Awareness,Boomers,Asia
22018.87,5.85,4.85,210176.0,11.82,74.55,Instagram,Lead Generation,Millennials,North America
66557.77,3.35,1.72,320233.0,40.96,64.72,LinkedIn,Lead Generation,Gen Z,Europe
55118.1,2.06,3.52,347108.0,24.34,85.08,Google Ads,Brand Awareness,Gen X,South America
22662.88,1.56,7.15,60412.0,65.5,98.98,LinkedIn,Lead Generation,Millennials,Africa
41644.73,1.63,1.17,175211.0,23.67,76.79,Google Ads,Sales Promotion,Gen X,South America
64525.77,4.93,5.19,344097.0,67.95,99.59,Facebook,Lead Generation,Boomers,Asia
18863.68,2.4,4.25,283930.0,12.52,60.85,LinkedIn,Sales Promotion,Gen X,North America
45591.55,4.83,4.82,154137.0,19.1,98.74,LinkedIn,Content Marketing,Millennials,Europe
34193.09,8.13,1.62,176928.0,47.67,84.53,Instagram,Content Marketing,Boomers,South America
40411.39,0.75,0.63,158456.0,13.16,66.64,Twitter,Brand Awareness,Boomers,Europe
55697.75,6.82,6.26,202075.0,50.01,65.71,Twitter,Content Marketing,Gen Z,South America
47125.81,3.07,6.95,83019.0,71.8,81.97,Facebook,Brand Awareness,Gen X,North America
77930.36,8.12,2.99,181634.0,24.54,51.03,Twitter,Lead Generation,Gen Z,Asia
34470.89,7.95,5.32,193667.0,24.26,93.84,Google Ads,Brand Awareness,Millennials,North America
49310.73,6.34,1.51,125165.0,32.68,86.56,Twitter,Content Marketing,Gen Z,Europe
44219.79,6.55,2.09,192055.0,41.78,51.25,Facebook,Lead Generation,Gen Z,Africa
16333.44,8.02,3.89,70759.0,45.56,64.04,Google Ads,Content Marketing,Millennials,North America
71694.39,1.12,7.41,97753.0,44.44,58.7,Facebook,Content Marketing,Millennials,Asia
22681.22,3.41,0.72,315843.0,70.6,66.14,Twitter,Lead Generation,Millennials,Africa
62532.59,4.92,8.45,7286.0,72.96,85.73,LinkedIn,Brand Awareness,Gen X,Africa
29753.19,1.84,9.02,122030.0,67.48,89.19,Twitter,Content Marketing,Boomers,Europe
15343.55,7.18,3.43,204608.0,48.81,73.9,LinkedIn,Brand Awareness,Gen Z,North America
46660.13,2.45,4.3,104992.0,71.87,65.86,Instagram,Content Marketing,Boomers,South America
50320.11,8.07,4.95,-48483.0,36.5,69.81,LinkedIn,Lead Generation,Millennials,Europe
63217.94,4.75,3.26,272978.0,17.7,89.6,Instagram,Sales Promotion,Gen Z,Europe
45964.28,5.58,3.83,167450.0,21.4,70.45,Instagram,Sales Promotion,Gen X,North America
41047.4,7.62,3.48,275429.0,11.46,51.85,Google Ads,Sales Promotion,Boomers,South America
63899.17,3.94,3.14,270777.0,75.42,95.96,Facebook,Brand Awareness,Gen X,South America
41992.65,0.76,5.94,226019.0,37.52,73.38,Google Ads,Lead Generation,Gen X,Europe
31804.25,7.53,6.82,333570.0,50.39,54.38,Twitter,Sales Promotion,Millennials,South America
45578.12,7.18,9.46,180660.0,45.71,93.22,Google Ads,Lead Generation,Gen Z,Africa
76972.0,8.83,7.87,20127.0,27.59,70.22,Google Ads,Brand Awareness,Gen Z,Europe
51604.6,6.07,6.7,145748.0,71.85,65.67,Google Ads,Lead Generation,Millennials,Asia
39518.05,8.84,9.76,176500.0,40.66,90.8,Instagram,Lead Generation,Boomers,Africa
34480.6,0.64,2.58,159566.0,44.76,74.5,Instagram,Content Marketing,Gen Z,North America
99203.72,2.07,5.89,353126.0,21.41,90.76,LinkedIn,Sales Promotion,Millennials,Asia
74405.66,0.77,3.25,245516.0,15.26,55.34,LinkedIn,Content Marketing,Gen Z,Asia
76688.77,9.9,9.06,289705.0,35.82,63.04,Instagram,Brand Awareness,Gen X,North America
22197.91,6.63,5.57,241391.0,48.56,99.35,Google Ads,Brand Awareness,Boomers,Europe
67701.6,7.23,3.5,305646.0,54.42,99.49,Facebook,Content Marketing,Gen X,Africa
56746.88,6.57,1.61,184461.0,36.86,88.28,Twitter,Sales Promotion,Millennials,Africa
71042.08,5.94,6.92,225826.0,52.85,68.69,Facebook,Content Marketing,Gen Z,North America
62800.8,2.43,5.49,355712.0,57.65,66.05,Facebook,Lead Generation,Gen X,Europe
48198.91,0.91,5.06,224238.0,24.86,89.7,LinkedIn,Content Marketing,Boomers,South America
55218.41,5.63,5.99,206451.0,78.03,51.76,Twitter,Content Marketing,Millennials,Africa
58947.45,0.87,3.2,353344.0,62.9,96.91,Instagram,Brand Awareness,Gen X,Africa
81260.39,5.02,6.86,295140.0,66.6,58.43,LinkedIn,Brand Awareness,Boomers,Africa
75608.55,3.98,3.57,231633.0,51.52,82.28,Twitter,Brand Awareness,Gen X,Europe
29890.17,1.03,1.73,248301.0,57.92,56.55,LinkedIn,Sales Promotion,Millennials,South America
74000.8,2.32,6.93,249777.0,32.28,84.37,Google Ads,Content Marketing,Gen Z,South America
87825.46,5.54,1.74,2764.0,10.44,72.95,Google Ads,Sales Promotion,Boomers,South America
51391.83,9.66,6.14,335818.0,25.41,62.07,Facebook,Content Marketing,Boomers,South America
27062.83,7.12,0.59,251396.0,34.93,78.92,Instagram,Brand Awareness,Gen Z,Africa
46506.11,1.31,8.06,282174.0,45.26,75.82,Twitter,Brand Awareness,Gen X,Asia
36825.6,7.36,4.9,195672.0,23.07,85.51,Twitter,Content Marketing,Gen Z,North America
25118.46,3.94,4.6,191293.0,44.56,88.36,Google Ads,Lead Generation,Gen X,North America
58743.74,8.3,2.98,339954.0,66.47,68.13,Google Ads,Brand Awareness,Gen X,South America
57377.07,0.72,6.95,352889.0,26.52,60.42,Instagram,Lead Generation,Gen X,Europe
73251.75,7.92,2.33,71898.0,63.04,68.46,Google Ads,Lead Generation,Gen X,Asia
56249.1,9.77,2.91,100039.0,19.87,93.68,Instagram,Content Marketing,Gen Z,South America
56147.18,6.21,2.09,230236.0,60.24,50.86,Instagram,Sales Promotion,Gen X,Asia
91235.42,1.96,3.22,279537.0,77.51,59.91,Twitter,Brand Awareness,Millennials,Europe
40464.18,7.93,5.98,259899.0,66.96,55.32,LinkedIn,Sales Promotion,Boomers,Asia
57924.95,5.94,9.44,-27429.0,39.18,77.42,Instagram,Content Marketing,Boomers,Asia
57962.18,6.83,2.74,262419.0,53.54,76.75,Twitter,Sales Promotion,Gen X,Africa
56872.1,3.93,7.28,251472.0,67.43,76.14,Instagram,Brand Awareness,Millennials,North America
37466.11,7.97,9.56,77006.0,46.31,90.08,Facebook,Brand Awareness,Boomers,South America
24114.41,2.99,8.01,177907.0,58.37,65.13,Instagram,Lead Generation,Gen Z,Africa
56095.57,6.04,0.59,256406.0,66.99,51.32,LinkedIn,Sales Promotion,Gen Z,Asia
84775.28,1.82,2.76,145567.0,28.56,78.6,Instagram,Sales Promotion,Boomers,South America
54935.95,3.89,2.11,187190.0,79.98,54.24,Instagram,Brand Awareness,Millennials,Europe
50932.8,8.76,5.72,312558.0,57.3,74.09,Instagram,Lead Generation,Gen Z,Europe
71729.35,1.4,9.6,160880.0,60.76,79.13,Instagram,Sales Promotion,Millennials,South America
62420.78,2.34,7.13,96570.0,14.97,69.0,Facebook,Sales Promotion,Millennials,Africa
47294.38,6.1,1.26,258842.0,38.09,84.22,LinkedIn,Brand Awareness,Gen X,Asia
46786.32,0.89,3.86,270138.0,57.94,58.97,LinkedIn,Sales Promotion,Gen Z,North America
60577.96,8.13,6.99,286045.0,69.93,76.19,Facebook,Brand Awareness,Boomers,Asia
13745.85,7.07,9.35,374425.0,62.82,56.37,Twitter,Brand Awareness,Gen X,Africa
41971.96,8.71,3.61,322188.0,27.32,59.54,Instagram,Content Marketing,Gen X,North America
38802.68,5.86,9.2,95067.0,30.73,61.17,Facebook,Sales Promotion,Gen X,Europe
12653.22,6.32,2.07,119039.0,59.87,96.77,Instagram,Brand Awareness,Millennials,Asia
31817.14,7.09,5.9,343136.0,36.87,59.91,Facebook,Lead Generation,Boomers,Africa
51802.56,3.3,3.81,147741.0,43.2,93.8,LinkedIn,Sales Promotion,Gen Z,South America
56158.56,4.22,8.92,217484.0,40.31,51.56,Google Ads,Brand Awareness,Gen Z,South America
41408.13,2.62,3.45,52438.0,63.93,71.55,Facebook,Brand Awareness,Gen X,Asia
59772.98,8.03,4.21,250624.0,69.59,87.0,Instagram,Brand Awareness,Gen Z,Europe
55257.99,7.14,9.92,318956.0,72.09,68.48,Facebook,Lead Generation,Gen X,Europe
28500.72,4.51,1.32,146888.0,64.18,91.04,Twitter,Lead Generation,Boomers,North America
53792.18,5.69,5.69,230385.0,78.9,75.31,Google Ads,Brand Awareness,Boomers,Africa
52361.19,8.83,9.08,256992.0,30.33,72.14,Google Ads,Content Marketing,Gen Z,South America
9989.14,4.06,2.19,211159.0,39.91,59.09,Google Ads,Content Marketing,Millennials,North America
56681.94,3.7,7.05,121170.0,60.73,51.86,Facebook,Content Marketing,Boomers,Asia
57383.11,9.7,5.4,270731.0,33.95,50.39,Twitter,Content Marketing,Millennials,Africa
62218.93,9.54,4.0,126945.0,16.45,65.21,Facebook,Content Marketing,Boomers,Africa
45209.16,4.68,7.47,215115.0,36.86,96.83,LinkedIn,Brand Awareness,Gen X,South America
24297.0,8.04,5.07,75697.0,16.93,53.71,Instagram,Brand Awareness,Millennials,Europe
84049.46,8.87,9.34,352232.0,76.55,52.43,LinkedIn,Brand Awareness,Gen Z,Europe
58198.28,2.12,2.12,342071.0,72.64,63.65,LinkedIn,Lead Generation,Boomers,Asia
80141.14,1.96,5.03,277613.0,70.7,53.37,Twitter,Content Marketing,Boomers,South America
93916.13,1.7,2.6,226696.0,25.87,92.95,Facebook,Content Marketing,Gen Z,Africa
27227.41,6.25,3.19,206057.0,20.07,80.14,LinkedIn,Lead Generation,Gen X,South America
27649.77,2.94,3.42,454296.0,62.79,50.42,LinkedIn,Content Marketing,Millennials,Africa
